Cast Vote Record,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2
9500,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9501,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9502,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
9505,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9506,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9507,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
9508,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9509,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9510,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9511,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9512,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9515,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9517,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9519,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
9520,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9521,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
9523,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9524,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9525,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9526,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
9527,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9528,"Hoar, William R.S.",undervote,undervote,undervote
9529,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9530,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9532,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
9534,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9535,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
9536,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9537,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9538,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
9540,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9542,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9544,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9547,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9548,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9551,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9555,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9558,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9560,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9568,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9569,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9571,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9572,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9573,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9577,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9580,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
9581,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9584,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9587,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9588,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9590,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9592,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9595,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9596,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9599,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9600,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9602,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9603,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
9605,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9606,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
9607,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
9608,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9609,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9610,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9613,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L."
9614,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9615,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9616,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9617,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
9620,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9624,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9625,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
9626,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9627,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
9628,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9629,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
9630,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9631,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9633,undervote,undervote,undervote,undervote
9634,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9636,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9637,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9638,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9640,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
9642,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9644,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
9645,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
9647,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9648,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9649,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9651,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9652,"Bond, Tiffany L.",undervote,undervote,undervote
9654,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9655,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
9656,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9657,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9662,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9663,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9665,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9666,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9667,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9670,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9672,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9677,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9680,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9689,undervote,undervote,undervote,undervote
9691,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9692,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
9694,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9695,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9699,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
9700,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9705,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
9707,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
9708,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9709,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9710,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9712,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9718,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9719,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9721,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9724,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9725,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9726,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9727,undervote,undervote,undervote,undervote
9728,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9729,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9730,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9732,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9736,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9737,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9738,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.",undervote
9739,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9742,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9743,"Bond, Tiffany L.",undervote,undervote,undervote
9744,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
9749,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9753,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9755,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
9757,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
9761,undervote,undervote,undervote,undervote
9763,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9764,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
9768,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
9769,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9770,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9771,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9772,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9773,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9774,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9775,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
9777,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9782,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9783,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9784,"Hoar, William R.S.",undervote,undervote,undervote
9787,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9789,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
9791,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9793,"Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.","Bond, Tiffany L."
9795,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9798,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9799,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9800,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
9803,undervote,undervote,undervote,undervote
9804,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9805,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9807,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
9808,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9810,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9811,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","REP Poliquin, Bruce","Bond, Tiffany L."
9814,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9817,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9818,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9819,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9821,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9824,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9825,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9826,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9827,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9828,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
9830,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9831,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9833,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9834,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9836,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9837,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
9839,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9840,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9844,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
9848,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9849,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9851,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9854,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9855,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9856,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9857,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9859,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9860,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9866,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9867,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9868,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9870,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9871,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9872,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9874,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9875,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9877,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
9879,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9880,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9881,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
9882,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9883,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9884,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9886,"DEM Golden, Jared F. (5471)",undervote,"Hoar, William R.S.",undervote
9887,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
9888,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9890,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9891,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9893,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
9894,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9897,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9898,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9899,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9900,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9902,"Bond, Tiffany L.",undervote,undervote,undervote
9903,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9905,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L."
9906,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9907,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9909,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
9910,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
9913,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9914,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9915,"DEM Golden, Jared F. (5471)",undervote,"REP Poliquin, Bruce","Hoar, William R.S."
9916,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9919,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9920,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9922,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9923,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9925,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
9926,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9928,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9929,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
9931,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9932,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9933,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9937,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9938,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9939,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9940,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9941,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce",undervote,undervote
9942,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9945,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9946,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9947,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9950,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9951,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9952,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
9954,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9955,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9957,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9958,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9960,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
9961,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9962,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
9963,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9964,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
9965,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9969,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9970,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
9973,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9976,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9979,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
9982,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
9984,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
9985,undervote,undervote,undervote,undervote
9989,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9993,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
9994,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
9995,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
9996,"DEM Golden, Jared F. (5471)",overvote,"REP Poliquin, Bruce",undervote
9997,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
9999,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10000,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10001,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10002,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10003,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10004,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
10007,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10010,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
10012,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10014,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10015,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
10017,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
10018,undervote,undervote,undervote,undervote
10019,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10022,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L."
10025,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10026,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10027,"Bond, Tiffany L.",undervote,undervote,undervote
10029,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10032,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","Bond, Tiffany L."
10035,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",overvote,"Hoar, William R.S."
10039,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
10040,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce"
10042,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10043,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
10047,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10050,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10053,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10054,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10055,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10056,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
10057,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
10058,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
10059,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10060,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
10061,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
10063,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
10066,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10069,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10071,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
10072,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10073,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10075,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
10079,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10080,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10082,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10083,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10084,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10085,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10086,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10088,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10089,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10091,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10092,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
10095,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
10096,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
10098,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
10101,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
10104,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
